"","jobtitle","joblink","jobLevel","budget","date","content","tags","numberOFfreelancers","totalspent","customerscore","country","customertype","score","Nfeedback"
"199","Modelling Distributions","https://www.upwork.com/job/Modelling-Distributions_~0181d0b0a4d448528e/","Expert",NA,2019-06-23,"Hypothetically as a part of our philanthropy efforts we are looking to distribute funds E.g. $1,000,000 total funding amount. We want to give away these funds during discrete periods, where we provide a fixed amount per person per period, until all the funds are exhausted Period 1: Person A -> Receives X Amount Period 2: Person A -> Receives Y Amount Person B -> Receives Y Amount Period 3: Person A -> Receives Y Amount Person B -> Receives Y Amount Person C -> Receives Y Amount Note the number of people asking for a donation each period can vary and the same person can keep coming back for each period asking for a donation. These are the constraints of the Model: How long will the funds last as the number of people seeking donations per period increase. Model different growth rates of people seek donations to see when funds are exhausted. Determine efficient $ distribution each period such that no one person can gain > 2.5% of the total funding amount Provide relationship between funds distributed per person each period vs number of people seeking donations vs periods till funds are exhausted Required: Provide a model which adheres the contraints above. The model must include raw analysis , graphs and justification, with explicit instructions to reproduce the results in the program of your choice: r, python, excel. less","Python",NA,"$300+ ","4.97 Stars, based on 5 feedbacks","United States",NA,4.97,5
"200","data ana","https://www.upwork.com/job/data-ana_~014ce9cde719259a38/","Entrylevel",5,2019-06-23,"i need someone who is quick, and have a good understanding for data","IBM SPSS",NA,"$200+ ","5.00 Stars, based on 3 feedbacks","United Kingdom",NA,5,3
"201","Statistical Analyst needed for creating report of Social Emotional Program Impact","https://www.upwork.com/job/Statistical-Analyst-needed-for-creating-report-Social-Emotional-Program-Impact_~014dd130300b6b9702/","Expert",150,2019-06-23,"Hi! I have some impact data of my SEL program on students psychological wellbeing. I taught two treatment classes and had two control classes, had a Pre, Post1, and Post2 administration of the scales. I used two scales: Beck Youth Inventory (BYI-2) and the EQi-YV. l am looking for someone to help me analyze the ways that this class (hopefully positively) impacted the levels of anxiety, anger, depression, self-concept, etc. of students who participated. I have all the data already in spreadsheets - just needs to be analyzed and represented graphically into a very simple report. For an experienced analyst, this should be a pretty quick project. I'm looking forward to meeting you and working with you! less","IBM SPSS, Microsoft Excel",NA,"$1k+ ","4.96 Stars, based on 7 feedbacks","United States",NA,4.96,7
"202","Spss or stata analysis (two -stage hierarchical analysis) or tutor","https://www.upwork.com/job/Spss-stata-analysis-two-stage-hierarchical-analysis-tutor_~0179870cf5b05e89d8/","Entrylevel",NA,2019-06-23,"Spss or analysis (two -stage hierarchical analysis) or tutor I have a production data set for analysis. I have my hypotheses already.","IBM SPSS",NA,"$600+ ","4.33 Stars, based on 9 feedbacks","Australia",NA,4.33,9
"203","Multi-lingual Data Operations Annotator for Bay Area Big Data Company","https://www.upwork.com/job/Multi-lingual-Data-Operations-Annotator-for-Bay-Area-Big-Data-Company_~01f7334a095ea9dd1c/","Entrylevel",NA,2019-06-23,"We help sales and marketing teams prospect smarter and have thoughtful, personalized conversations at exactly the right time. We offer a deal intelligence platform that makes access to “big data” available to any corporate analyst or individual in real-time, allowing them to make better investment decisions. We have built an environment where each and every member of our team is contributing to the growth and development of our service and our brand. We are positive, problem solvers, adaptable to change and solution oriented! Does this sound like a team you want to grow your career with? The Multilingual Data Operations Annotator role is a full-time role that will be primarily responsible for matching company datapoints within our system. The Data Operations Annotator is expected to: - Quickly & efficiently research and process quality data - Communicate clearly with team members at all times. - Work independently. - Pay close attention to detail. - Understand & adhere to company mandated workflows & timelines. - Adapt to changes quickly, and problem solve efficiently. - Balance quality of work with set parameters to turn around work product. Essentials: - 4-year course graduate - At least 3 years of work experience in any industry (more relevant industries an advantage) - Web research experience - Attention to detail - Access to reliable high speed internet - Excellent communication skills including comprehension skills to demonstrate ability to work on written specifications. - Strong organizational skills, ability to work independently and collaborate with stakeholders to ensure quality work product. - Knowledge & expertise with Google Drive, Sheets, and Docs - Eagerness to learn! Nice to have’s but not required: - Experience with data cleaning - Knowledge of Slack - Typing skills (at least 40 wpm) Technology Requirements: Windows: Intel® i-series (i3 or higher) or AMD Athlon® 64 processor or higher Microsoft Windows 7 or later preferred Mac: Multicore Intel processor Apple Mac OS X 10.9 (Maverick) or later preferred 1 GB of RAM or higher Latest versions of Google Chrome (preferred), Firefox, Internet Explorer, or Safari browser (Not dev/beta builds). Working webcam and microphone/speakers or a headset Stable Wired Internet Connection with Minimum of 1.5 mbps download and 0.5 Mbps upload Candidate Selection Process: 1. Complete Pre-screen Questionnaire 2. Interview with Recruiter 3. Completed Trial Assessment Phase (Fixed Price) 4. Review of Fixed Priced Trial Output 5. Offer / On-boarding 6. Training Qualified candidates will show their attention to detail by completing the sentence ""Datafox, I’m your Data Operations Annotator candidate because ...."" as the opening sentence in your cover letter. less",NA,NA,"$2M+ ","4.92 Stars, based on 387 feedbacks","United States",NA,4.92,387
"204","Shiny R App integration","https://www.upwork.com/job/Shiny-App-integration_~01cd9122692c394cd5/","Intermediate",NA,2019-06-23,"We are seeking an individual to assist with a number of Shiny/R integration aspects. Initially the tasks relate predominantly to manipulating textInput and numericInput fields, matching and calculating values from data frames and creating outputs. At ... more","R",2,"$600+ ","5.00 Stars, based on 5 feedbacks","United Kingdom",NA,5,5
"205","Fix GTM connection with analytics,adwords and FB","https://www.upwork.com/job/Fix-GTM-connection-with-analytics-adwords-and_~010d9ef448c9a18cce/","Entrylevel",NA,2019-06-23,"we have had GTM integrated for a while, i did some corrections and may have screwed up things, it's a good opportunity to review and expand what we have, firstly we need you to look at the plan we have and confirm whether you can do it look at th ... more","Google Analytics",NA,"$20k+ ","4.80 Stars, based on 38 feedbacks","Israel",NA,4.8,38
"206","Analytics set up","https://www.upwork.com/job/Analytics-set_~01d8f6e9260d906a63/","Expert",30,2019-06-23,"I am looking for someone to set and test analytics from our different subdomains. Quick task needed urgently",NA,NA,"$10k+ ","4.74 Stars, based on 32 feedbacks","Estonia",NA,4.74,32
"207","R assignment","https://www.upwork.com/job/assignment_~016a164815d0f8fd02/","Intermediate",8,2019-06-23,"Solve tow R assignments This job was posted from a mobile device, so please pardon any typos or any missing details.","R, Statistics",NA,"$20+ ","5.00 Stars, based on 2 feedbacks","Germany",NA,5,2
"208","Ninjatrader coding","https://www.upwork.com/job/Ninjatrader-coding_~01f663ddbf8d5abaa9/","Entrylevel",50,2019-06-23,"hello i want to code factors in key market events into price action? for example FED Chairman Speech, FOMC Rate Announcement, Trump Tariff Speech, EIA Petroleum Status report in Ninjatrader","R",NA,"$300+ ","1.88 Stars, based on 6 feedbacks","Kenya",NA,1.88,6
"209","Seeking Data Analyst","https://www.upwork.com/job/Seeking-Data-Analyst_~0171042c2754e42646/","Intermediate",NA,2019-06-23,"Looking for a data analyst that can make sense of data coming from different sources: website, CRM, Google Analytics, LinkedIn advertising platform, and offline activities. We need to revise our data collection process, used data sets, make sure that data is clean and reliable, and then visualize our key metrics. The candidate should have a deep understanding of data management, be attentive to details, and responsive. Please do NOT contact us directly - only contact us via UPWORKS - candidates that contact us via email or our website will not be considered for this job. less",NA,NA,"$400k+ ","4.88 Stars, based on 115 feedbacks","United States",NA,4.88,115
